"No.","Time","Source","Destination","Protocol","Length","Info"
"2681","2025/047 01:09:18.934402","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2682","2025/047 01:09:18.934402","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2683","2025/047 01:09:18.934459","10.0.0.4","13.81.82.140","TCP","54","52909  >  443 [ACK] Seq=2186 Ack=1418713 Win=524288 Len=0"
"2684","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2685","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2686","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2687","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2688","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2689","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2690","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2691","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1428590 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2692","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1430001 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2693","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1431412 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2694","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1432823 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2695","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1434234 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2696","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1435645 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2697","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1437056 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2698","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1438467 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2699","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1439878 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2700","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1441289 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2701","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1442700 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2702","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1444111 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2703","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1445522 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2704","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1446933 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2705","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1448344 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2706","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1449755 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2707","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1451166 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2708","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1452577 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2709","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1453988 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2710","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1455399 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2711","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1456810 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2712","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1458221 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2713","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TCP","1465","443  >  52909 [ACK] Seq=1459632 Ack=2186 Win=524032 Len=1411 [TCP PDU reassembled in 2714]"
"2714","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2715","2025/047 01:09:19.010198","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2716","2025/047 01:09:19.010347","10.0.0.4","13.81.82.140","TCP","54","52909  >  443 [ACK] Seq=2186 Ack=1463865 Win=524288 Len=0"
"2717","2025/047 01:09:19.080907","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2718","2025/047 01:09:19.080982","10.0.0.4","13.81.82.140","TCP","54","52909  >  443 [ACK] Seq=2186 Ack=1465276 Win=522752 Len=0"
"2719","2025/047 01:09:19.081068","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2720","2025/047 01:09:19.081080","10.0.0.4","13.81.82.140","TCP","54","52909  >  443 [ACK] Seq=2186 Ack=1466687 Win=524288 Len=0"
"2721","2025/047 01:09:19.081753","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2722","2025/047 01:09:19.081762","10.0.0.4","13.81.82.140","TCP","54","52909  >  443 [ACK] Seq=2186 Ack=1468098 Win=522752 Len=0"
"2723","2025/047 01:09:19.081851","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2724","2025/047 01:09:19.081851","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2725","2025/047 01:09:19.081864","10.0.0.4","13.81.82.140","TCP","54","52909  >  443 [ACK] Seq=2186 Ack=1470920 Win=524288 Len=0"
"2726","2025/047 01:09:19.082215","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2727","2025/047 01:09:19.082232","10.0.0.4","13.81.82.140","TCP","54","52909  >  443 [ACK] Seq=2186 Ack=1472331 Win=522752 Len=0"
"2728","2025/047 01:09:19.082926","13.81.82.140","10.0.0.4","TLSv1.2","1465","Ignored Unknown Record"
"2729","2025/047 01:09:19.082926","13.81.82.140","10.0.0.4","TLSv1.2","426","Ignored Unknown Record"
"2730","2025/047 01:09:19.082945","10.0.0.4","13.81.82.140","TCP","54","52909  >  443 [ACK] Seq=2186 Ack=1474114 Win=524288 Len=0"
"2731","2025/047 01:09:19.137177","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=3917 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2746]"
"2732","2025/047 01:09:19.137496","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=5328 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2746]"
"2733","2025/047 01:09:19.137543","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=6739 Win=65280 Len=0"
"2734","2025/047 01:09:19.137782","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=6739 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2746]"
"2735","2025/047 01:09:19.138347","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=8150 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2746]"
"2736","2025/047 01:09:19.138347","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=9561 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2746]"
"2737","2025/047 01:09:19.138347","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=10972 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2746]"
"2738","2025/047 01:09:19.138389","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=12383 Win=65280 Len=0"
"2739","2025/047 01:09:19.138576","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=12383 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2746]"
"2740","2025/047 01:09:19.138576","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=13794 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2746]"
"2741","2025/047 01:09:19.138576","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=15205 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2746]"
"2742","2025/047 01:09:19.138606","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=16616 Win=65280 Len=0"
"2743","2025/047 01:09:19.138871","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=16616 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2746]"
"2744","2025/047 01:09:19.138884","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=18027 Win=64000 Len=0"
"2745","2025/047 01:09:19.139591","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=18027 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2746]"
"2746","2025/047 01:09:19.139591","52.185.211.133","10.0.0.4","TLSv1.2","1465","Application Data"
"2747","2025/047 01:09:19.139610","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=20849 Win=65280 Len=0"
"2748","2025/047 01:09:19.298597","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=20849 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2749]"
"2749","2025/047 01:09:19.298912","52.185.211.133","10.0.0.4","TLSv1.2","1465","Application Data"
"2750","2025/047 01:09:19.298942","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=23671 Win=65280 Len=0"
"2751","2025/047 01:09:19.299206","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=23671 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2766]"
"2752","2025/047 01:09:19.299823","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [PSH, ACK] Seq=25082 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2766]"
"2753","2025/047 01:09:19.299823","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=26493 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2766]"
"2754","2025/047 01:09:19.299823","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=27904 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2766]"
"2755","2025/047 01:09:19.299883","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=29315 Win=65280 Len=0"
"2756","2025/047 01:09:19.300171","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=29315 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2766]"
"2757","2025/047 01:09:19.300171","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=30726 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2766]"
"2758","2025/047 01:09:19.300171","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=32137 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2766]"
"2759","2025/047 01:09:19.300211","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=33548 Win=65280 Len=0"
"2760","2025/047 01:09:19.300448","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=33548 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2766]"
"2761","2025/047 01:09:19.300468","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=34959 Win=64000 Len=0"
"2762","2025/047 01:09:19.300783","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=34959 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2766]"
"2763","2025/047 01:09:19.300783","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=36370 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2766]"
"2764","2025/047 01:09:19.300801","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=37781 Win=65280 Len=0"
"2765","2025/047 01:09:19.301070","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=37781 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2766]"
"2766","2025/047 01:09:19.301070","52.185.211.133","10.0.0.4","TLSv1.2","1465","Application Data, Application Data"
"2767","2025/047 01:09:19.301086","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=40603 Win=65280 Len=0"
"2768","2025/047 01:09:19.301758","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=40603 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2783]"
"2769","2025/047 01:09:19.301758","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=42014 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2783]"
"2770","2025/047 01:09:19.301774","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=43425 Win=65280 Len=0"
"2771","2025/047 01:09:19.302044","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=43425 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2783]"
"2772","2025/047 01:09:19.302044","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=44836 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2783]"
"2773","2025/047 01:09:19.302044","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=46247 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2783]"
"2774","2025/047 01:09:19.302088","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=47658 Win=65280 Len=0"
"2775","2025/047 01:09:19.303061","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=47658 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2783]"
"2776","2025/047 01:09:19.303061","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=49069 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2783]"
"2777","2025/047 01:09:19.303061","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=50480 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2783]"
"2778","2025/047 01:09:19.303123","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=51891 Win=65280 Len=0"
"2779","2025/047 01:09:19.303962","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=51891 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2783]"
"2780","2025/047 01:09:19.303962","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [PSH, ACK] Seq=53302 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2783]"
"2781","2025/047 01:09:19.304003","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=54713 Win=65280 Len=0"
"2782","2025/047 01:09:19.460533","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=54713 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2783]"
"2783","2025/047 01:09:19.460757","52.185.211.133","10.0.0.4","TLSv1.2","1465","Application Data, Application Data"
"2784","2025/047 01:09:19.460757","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=57535 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2798]"
"2785","2025/047 01:09:19.460780","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=58946 Win=65280 Len=0"
"2786","2025/047 01:09:19.461065","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [PSH, ACK] Seq=58946 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2798]"
"2787","2025/047 01:09:19.461097","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=60357 Win=64000 Len=0"
"2788","2025/047 01:09:19.461853","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=60357 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2798]"
"2789","2025/047 01:09:19.462101","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=61768 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2798]"
"2790","2025/047 01:09:19.462130","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=63179 Win=65280 Len=0"
"2791","2025/047 01:09:19.462498","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=63179 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2798]"
"2792","2025/047 01:09:19.463182","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=64590 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2798]"
"2793","2025/047 01:09:19.463182","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=66001 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2798]"
"2794","2025/047 01:09:19.463182","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=67412 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2798]"
"2795","2025/047 01:09:19.463204","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=68823 Win=130816 Len=0"
"2796","2025/047 01:09:19.463545","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=68823 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2798]"
"2797","2025/047 01:09:19.463545","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=70234 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2798]"
"2798","2025/047 01:09:19.463545","52.185.211.133","10.0.0.4","TLSv1.2","1465","Application Data, Application Data"
"2799","2025/047 01:09:19.463555","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=73056 Win=130816 Len=0"
"2800","2025/047 01:09:19.464452","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=73056 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2814]"
"2801","2025/047 01:09:19.464452","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=74467 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2814]"
"2802","2025/047 01:09:19.464452","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=75878 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2814]"
"2803","2025/047 01:09:19.464483","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=77289 Win=130816 Len=0"
"2804","2025/047 01:09:19.464849","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=77289 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2814]"
"2805","2025/047 01:09:19.464849","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=78700 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2814]"
"2806","2025/047 01:09:19.464849","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=80111 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2814]"
"2807","2025/047 01:09:19.464849","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=81522 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2814]"
"2808","2025/047 01:09:19.464901","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=82933 Win=130816 Len=0"
"2809","2025/047 01:09:19.465184","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=82933 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2814]"
"2810","2025/047 01:09:19.465184","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=84344 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2814]"
"2811","2025/047 01:09:19.465184","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=85755 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2814]"
"2812","2025/047 01:09:19.465217","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=87166 Win=130816 Len=0"
"2813","2025/047 01:09:19.466102","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [PSH, ACK] Seq=87166 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2814]"
"2814","2025/047 01:09:19.466102","52.185.211.133","10.0.0.4","TLSv1.2","1465","Application Data, Application Data"
"2815","2025/047 01:09:19.466102","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=89988 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2830]"
"2816","2025/047 01:09:19.466146","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=91399 Win=130816 Len=0"
"2817","2025/047 01:09:19.466337","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=91399 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2830]"
"2818","2025/047 01:09:19.466337","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=92810 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2830]"
"2819","2025/047 01:09:19.466337","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=94221 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2830]"
"2820","2025/047 01:09:19.466362","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=95632 Win=130816 Len=0"
"2821","2025/047 01:09:19.467062","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=95632 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2830]"
"2822","2025/047 01:09:19.467062","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=97043 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2830]"
"2823","2025/047 01:09:19.467062","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=98454 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2830]"
"2824","2025/047 01:09:19.467118","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=99865 Win=130816 Len=0"
"2825","2025/047 01:09:19.467950","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=99865 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2830]"
"2826","2025/047 01:09:19.467950","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=101276 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2830]"
"2827","2025/047 01:09:19.467950","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=102687 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2830]"
"2828","2025/047 01:09:19.467950","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=104098 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2830]"
"2829","2025/047 01:09:19.467984","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=105509 Win=130816 Len=0"
"2830","2025/047 01:09:19.468348","52.185.211.133","10.0.0.4","TLSv1.2","1465","Application Data, Application Data"
"2831","2025/047 01:09:19.468348","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [PSH, ACK] Seq=106920 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2849]"
"2832","2025/047 01:09:19.468348","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=108331 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2849]"
"2833","2025/047 01:09:19.468348","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=109742 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2849]"
"2834","2025/047 01:09:19.468383","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=111153 Win=130816 Len=0"
"2835","2025/047 01:09:19.469772","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=111153 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2849]"
"2836","2025/047 01:09:19.469772","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=112564 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2849]"
"2837","2025/047 01:09:19.469841","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=113975 Win=130816 Len=0"
"2838","2025/047 01:09:19.469938","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=113975 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2849]"
"2839","2025/047 01:09:19.469938","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=115386 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2849]"
"2840","2025/047 01:09:19.469985","10.0.0.4","52.185.211.133","TCP","54","52914  >  443 [ACK] Seq=2640 Ack=116797 Win=130816 Len=0"
"2841","2025/047 01:09:19.470879","52.185.211.133","10.0.0.4","TCP","1465","443  >  52914 [ACK] Seq=116797 Ack=2640 Win=4194816 Len=1411 [TCP PDU reassembled in 2849]"
